"company name","description","tags","url","size","funding"
"Florence ","Marketplace to connect nursing homes with registered nurses","Healthcare, •, B2B, •, Marketplace, •, Recruitment, ","https://app.otta.com//companies/Florence","201-500","£36.2"
"Flowcarbon ","Carbon credits on the blockchain","B2B, •, Marketplace, •, Energy, •, Sustainability, •, Blockchain, •, Social Impact, •, Environmental, ","https://app.otta.com//companies/Flowcarbon","21-100","£28.7"
"Flow Commerce ","Optimizing global eCommerce operations","B2B, •, SaaS, •, eCommerce, ","https://app.otta.com//companies/Flow-Commerce","101-200","£45.6"
"FLOWN ","Deep work spaces for knowledge workers","B2C, •, Travel, •, Lifestyle, •, Office, •, Mental health, •, Wellbeing, ","https://app.otta.com//companies/FLOWN","1-20","£3.7"
"Floww ","SaaS platform for capital fundraising","Fintech, •, B2B, •, Marketplace, •, Internal tools, •, Fundraising, •, Investing, •, SaaS, •, Venture Capital, ","https://app.otta.com//companies/Floww","21-100","£5.5"
"Fluent ","Acquisition partner for established and growing brands","B2B, •, Marketing, •, Data Analysis, •, Sales, ","https://app.otta.com//companies/Fluent","",""
"Flutterwave ","Online & offline payment platform for African businesses","Fintech, •, B2B, •, Payments, •, SaaS, ","https://app.otta.com//companies/Flutterwave","501-1000","£389.3"
"Flux Outdoor ","Platform for data triggered billboard advertising","B2B, •, Big data, •, Marketing, •, Content, •, Digital Media, •, Advertising, •, Data Integration, •, Data Analysis, •, Media, ","https://app.otta.com//companies/Flux-Outdoor","",""
"Flyhomes ","Real estate brokerage platform","B2C, •, Property, •, Marketplace, •, Real Estate, ","https://app.otta.com//companies/Flyhomes","501-1000","£157.4"
"Flyp ","Bridging the worlds of digital and physical fashion","B2C, •, Retail, •, Lifestyle, •, Sustainability, •, Fashion, ","https://app.otta.com//companies/Flyp","",""
"Flywheel Software ","No-code data activation platform","B2B, •, Enterprise, •, Marketing, •, Analytics, •, SaaS, •, Advertising, •, Cloud Computing, ","https://app.otta.com//companies/Flywheel-Software","",""
"Fnality International ","Digital cash system","Fintech, •, B2B, •, Financial Services, •, SaaS, •, Blockchain, ","https://app.otta.com//companies/Fnality-International","21-100","£50"
"Focaldata ","Powering the future of consumer research","B2B, •, Market research, •, SaaS, •, Data Analysis, ","https://app.otta.com//companies/Focaldata","1-20","£0.3"
"Focus Home Interactive ","Video game publisher and developer","B2C, •, Gaming, •, Entertainment, •, Community, •, eCommerce, ","https://app.otta.com//companies/Focus-Home-Interactive","",""
"FollowApp ","Patient engagement software","B2B, •, Internal tools, •, Analytics, •, Customer service, •, SaaS, •, DevOps, •, Automation, •, MedTech, ","https://app.otta.com//companies/FollowApp","",""
"Foodles ","Office catering","Hospitality, •, Retail, •, B2B, •, Sustainability, •, Food, ","https://app.otta.com//companies/Foodles","101-200","£37.1"
"Foodsmart ","Telenutrition and Foodcare network","Healthcare, •, B2C, •, Marketplace, •, Food, •, Nutrition, ","https://app.otta.com//companies/Foodsmart","101-200","£81.9"
"Foodstuff ","Independent food, delivered","B2C, •, Marketplace, •, Food, •, Delivery, ","https://app.otta.com//companies/Foodstuff","1-20","£1.6"
"Forage ","Interactive virtual experience programs to build career skills","B2C, •, Education, •, Recruitment, •, Training, ","https://app.otta.com//companies/Forage","21-100","£30.2"
"Forecast ","An AI-Native Platform for Financial, Resource & Project Management","B2B, •, Artificial Intelligence, •, Internal tools, •, Communication, ","https://app.otta.com//companies/Forecast","101-200","£21.3"
"Forge ","Stock market for private companies","Fintech, •, B2B, •, Marketplace, •, Trading, •, Financial Services, •, Venture Capital, ","https://app.otta.com//companies/Forge","201-500","£631.3"
"Form3 ","Payment technology platform","Fintech, •, Payments, ","https://app.otta.com//companies/Form3","201-500","£178.1"
"Forma.ai ","Sales compensation software","B2B, •, Artificial Intelligence, •, Enterprise, •, Internal tools, •, Payments, •, SaaS, •, Sales, ","https://app.otta.com//companies/Forma-ai-1","101-200","£47.6"
"FORMEL Skin ","Online dermatology solutions","Healthcare, •, B2C, •, Personal health, •, Beauty, •, MedTech, ","https://app.otta.com//companies/FORMEL-Skin","101-200","£25.8"
"Formfunction ","NFT marketplace for Solana","B2C, •, Marketplace, •, Investing, •, Content, •, Digital Media, •, Art, ","https://app.otta.com//companies/Formfunction","",""
"Formsort ","Form infrastructure for the modern growth stack","B2B, •, Internal tools, •, SaaS, ","https://app.otta.com//companies/Formsort","",""
"Forte ","Blockchain payment technology for game developers ","B2B, •, Payments, •, Gaming, •, Blockchain, ","https://app.otta.com//companies/Forte","21-100","£745.4"
"Forto ","Online platform for freight forwarding","B2B, •, Logistics, •, Freight, •, Supply Chain, •, SaaS, •, Cloud Computing, •, eCommerce, ","https://app.otta.com//companies/Forto","501-1000","£503.1"
"Forward ","Membership-based preventative health care service ","Healthcare, •, B2C, •, Personal health, •, Artificial Intelligence, •, Mental health, •, Wellbeing, •, MedTech, ","https://app.otta.com//companies/Forward","201-500","£184.3"
"Forward Networks ","Enterprise software network testing platform","B2B, •, Security, •, Enterprise, •, SaaS, ","https://app.otta.com//companies/Forward-Networks","",""
"Fospha ","Marketing measurement, attribution & growth platform","B2B, •, Enterprise, •, Marketing, •, Analytics, •, SaaS, ","https://app.otta.com//companies/Fospha","21-100","£6.1"
"Found ","Business banking for the self-employed","Fintech, •, B2B, •, Banking, ","https://app.otta.com//companies/Found","21-100","£61.8"
"Founder Coach ","Scale-up founder coaching","B2B, •, Training, ","https://app.otta.com//companies/Founder-Coach","",""
"Founders Forum ","Family of orgs supporting entrepreneurs at every stage of their journey","Communication, •, Internet of Things, •, Networking, •, Social Impact, •, Community, ","https://app.otta.com//companies/Founders-Forum","",""
"Founders Pledge ","Global community of entrepreneurs committed to social impact","B2C, •, Investing, •, Charity, •, Social Impact, •, Community, ","https://app.otta.com//companies/Founders-Pledge","201-500","£2.7"
"Foundries.io ","Linux-based software platform to reinvent IoT","B2B, •, Security, •, Internet of Things, •, SaaS, ","https://app.otta.com//companies/Foundries-io","21-100","£9.5"
"Fountain ","Data-driven recruitment and candidate management platform","B2B, •, Recruitment, •, SaaS, •, Data Integration, •, Automation, ","https://app.otta.com//companies/Fountain","201-500","£177.9"
"Foursquare ","Location data platform","B2C, •, B2B, •, Big data, •, Location services, •, SaaS, •, Data Integration, ","https://app.otta.com//companies/Foursquare","501-1000","£286.4"
"Foxquilt ","Insurtech platform for SMEs","B2B, •, Marketplace, •, Insurance, •, Mobile, •, Data Analysis, ","https://app.otta.com//companies/Foxquilt","21-100","£10.3"
"Fraction ","Socially-conscious real estate lending platform","Fintech, •, B2C, •, Mortgages, •, Lending, •, Real Estate, •, Social Impact, ","https://app.otta.com//companies/Fraction","",""
"Frame.io ","Cloud-based media collaboration platform","B2B, •, Data storage, •, Enterprise, •, Digital Media, •, SaaS, •, Cloud Computing, ","https://app.otta.com//companies/Frame-io","101-200","£67.5"
"Framer ","Interactive design tool for teams","B2B, •, Internal tools, •, Design, •, SaaS, ","https://app.otta.com//companies/Framer","101-200","£27.1"
"Framework ","On-demand business school, made especially for startup land","Education, •, Learning, •, Social, •, Mobile, •, Community, ","https://app.otta.com//companies/Framework","",""
"Frank ","Assistance with college financial aid and debt","B2C, •, Education, •, Personal finance, •, Lending, •, Financial Services, ","https://app.otta.com//companies/Frank","1-20","£16.8"
"Freddie's Flowers ","Flower Subscription Service","B2C, •, Flowers, •, Delivery, •, eCommerce, ","https://app.otta.com//companies/Freddies-Flowers","101-200","£52.8"
"Free Agency ","Representing talent in the tech industry","B2C, •, Enterprise, •, Recruitment, •, HR, ","https://app.otta.com//companies/Free-Agency","21-100","£12.7"
"Freemarket ","Cross-border payments and currency exchange platform","Fintech, •, B2B, •, Banking, •, Payments, •, Foreign exchange, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/Freemarket","21-100","£6.5"
"FREE NOW ","Multi-service ride-hailing app","B2C, •, Transport, •, Mobility, •, Ridesharing, •, Mobile, ","https://app.otta.com//companies/FREE-NOW","1001+","£79.6"
"Freetrade ","Invest in stocks with zero commissions or fees","Fintech, •, B2C, •, Investing, ","https://app.otta.com//companies/Freetrade","201-500","£97.9"
"FreeWire Technologies ","Electric vehicle charging & power solutions","B2B, •, Manufacturing, •, Internet of Things, •, Electric Vehicles, •, Environmental, ","https://app.otta.com//companies/FreeWire-Technologies","101-200","£188.8"
"Fresha ","Booking software for salons and spas","B2B, •, Marketplace, •, Internal tools, •, SaaS, •, Wellbeing, ","https://app.otta.com//companies/Fresha","201-500","£160"
"Fresh Fitness Food ","Personalized nutrition-focussed meal delivery subscription service","B2C, •, B2B, •, Personal health, •, Food, •, Nutrition, •, Delivery, •, eCommerce, ","https://app.otta.com//companies/Fresh-Fitness-Food-1","",""
"Fresho ","Ordering, warehouse management & payments software for wholesale suppliers","Hospitality, •, B2B, •, Enterprise, •, Food, •, Supply Chain, •, Machine Learning, •, SaaS, ","https://app.otta.com//companies/Fresho","",""
"Fretello ","Guitar lessons for beginners","B2C, •, Education, •, Music, •, Tutoring, •, Mobile, ","https://app.otta.com//companies/Fretello","21-100","£3.8"
"Friendbuy ","Referral marketing platform","B2B, •, Enterprise, •, Marketing, •, Market research, •, Customer service, ","https://app.otta.com//companies/Friendbuy","21-100","£1.3"
"Frolo ","Social and dating hub for single parents","B2C, •, Marketplace, •, Dating, •, Social Media, •, Mobile, •, Community, ","https://app.otta.com//companies/Frolo","1-20","£0.5"
"Front Of The Pack ","Dog supplements","B2C, •, Food, •, Pets, •, eCommerce, ","https://app.otta.com//companies/Front-Of-The-Pack-1","21-100","£11.1"
"fuboTV ","A sports-focused live streaming television service","B2C, •, Entertainment, •, Sports, ","https://app.otta.com//companies/fuboTV","201-500","£123.5"
"FullCircl ","Customer Lifecycle Intelligence platform","Fintech, •, B2B, •, Compliance, •, Big data, ","https://app.otta.com//companies/FullCircl","",""
"FundApps ","Automating regulatory compliance","B2B, •, Compliance, •, Investing, •, Automation, •, Community, ","https://app.otta.com//companies/FundApps","",""
"Funding Circle ","Building the place where small businesses get the funding they need to win!","Fintech, •, B2B, •, Marketplace, •, Lending, •, Financial Services, ","https://app.otta.com//companies/Funding-Circle","501-1000","£301.5"
"Fundment ","Digital wealth management platform","Fintech, •, Investing, •, Financial Services, ","https://app.otta.com//companies/Fundment","1-20","£3.4"
"Fundraising Everywhere ","Virtual event & conference platform for fundraisers ","Events, •, Charity, •, Video, ","https://app.otta.com//companies/Fundraising-Everywhere","",""
"FundThrough ","Invoice funding platform for small businesses","B2B, •, Payments, •, Lending, •, Financial Services, ","https://app.otta.com//companies/FundThrough","21-100","£52.3"
"Funnel ","Data collection automation software","B2B, •, Enterprise, •, Internal tools, •, Big data, •, Marketing, •, Analytics, •, Market research, •, SaaS, •, Automation, •, No-Code, ","https://app.otta.com//companies/Funnel-2","201-500","£104.5"
"Futr ","AI chatbots for customer service","B2B, •, Artificial Intelligence, •, Customer service, •, Machine Learning, •, SaaS, •, Automation, ","https://app.otta.com//companies/Futr","1-20","£4.5"
"Future Anthem ","Game Data Science as a Service","Gaming, •, SaaS, •, Data Analysis, ","https://app.otta.com//companies/Future-Anthem","",""
"FutureFit ","End-to-End career transition platform","B2B, •, Enterprise, •, HR, •, Productivity, •, Training, •, SaaS, ","https://app.otta.com//companies/FutureFit","21-100","£4.4"
